"Name","LastWriteTime"
"OperaCryptoBrowser.json","16/2/2023 4:08:30 PM"
"AdobeAcrobatDC.json","16/2/2023 4:08:30 PM"
"AdobeAcrobatReaderDC.json","16/2/2023 4:08:30 PM"
"AdobeAcrobatProStdDC.json","16/2/2023 4:08:30 PM"
"TelegramDesktop.json","16/2/2023 8:09:31 AM"
"HashicorpTerraform.json","16/2/2023 12:22:19 AM"
"HashicorpPacker.json","16/2/2023 12:22:19 AM"
"AdoptOpenJDKSemuru17.json","16/2/2023 12:22:19 AM"
"BitwardenDesktop.json","16/2/2023 12:22:19 AM"
"FreedomScientificFusion.json","16/2/2023 12:22:19 AM"
"MicrosoftOutlook.json","16/2/2023 12:22:19 AM"
"FreedomScientificJAWS.json","16/2/2023 12:22:19 AM"
"AdoptOpenJDKSemuru8.json","16/2/2023 12:22:19 AM"
"FreedomScientificZoomText.json","16/2/2023 12:22:19 AM"
"TorProjectTorBrowser.json","16/2/2023 12:22:19 AM"
"TelerikFiddlerEverywhere.json","15/2/2023 4:07:50 PM"
"FreeFem.json","15/2/2023 4:07:50 PM"
"HashicorpNomad.json","15/2/2023 4:07:50 PM"
"ESETInspectConnector.json","15/2/2023 4:07:50 PM"
"jrsoftwareInnoSetup.json","15/2/2023 4:07:50 PM"
"AdoptOpenJDKSemuru11.json","15/2/2023 8:09:41 AM"
"AdobeConnect.json","15/2/2023 8:09:41 AM"
"PiriformCCleanerFree.json","15/2/2023 12:22:14 AM"
"MicrosoftAzureStorageExplorer.json","15/2/2023 12:22:14 AM"
"MicrosoftVisualStudio.json","15/2/2023 12:22:14 AM"
"McNeelRhino.json","15/2/2023 12:22:14 AM"
"Microsoft.NET.json","15/2/2023 12:22:14 AM"
"GitForWindows.json","15/2/2023 12:22:14 AM"
"WinMerge.json","14/2/2023 4:09:3 PM"
"MasterPackager.json","13/2/2023 4:08:59 PM"
"ImageMagickStudioImageMagick.json","13/2/2023 12:21:26 AM"
"RStudio.json","12/2/2023 4:07:36 PM"
"ScreenToGif.json","12/2/2023 12:22:51 AM"
"SoberLemurPDFSamBasic.json","12/2/2023 12:22:51 AM"
"ChromiumChromeDriver.json","10/2/2023 4:08:41 PM"
"JASP.json","10/2/2023 4:08:41 PM"
"GeekSoftwarePDF24Creator.json","10/2/2023 4:08:41 PM"
"Praat.json","10/2/2023 4:08:41 PM"
"Pandoc.json","10/2/2023 8:09:3 AM"
"JamTreeSizeProfessional.json","9/2/2023 4:10:31 PM"
"VMwareHorizonClientAlt.json","9/2/2023 4:10:31 PM"
"CitrixWorkspaceApp.json","9/2/2023 4:10:31 PM"
"ESETServerSecurity.json","9/2/2023 4:10:31 PM"
"ProgressChefWorkstation.json","9/2/2023 4:10:31 PM"
"KeePass.json","9/2/2023 12:23:2 AM"
"HashicorpBoundary.json","9/2/2023 12:23:2 AM"
"OnlyOfficeDesktopEditors.json","8/2/2023 4:07:43 PM"
"MozillaGeckoDriver.json","8/2/2023 4:07:43 PM"
"PSFPython.json","8/2/2023 4:07:43 PM"
"Tower.json","8/2/2023 4:07:43 PM"
"Miniconda.json","8/2/2023 8:11:11 AM"
"MicrosoftWvdMultimediaRedirection.json","8/2/2023 12:21:19 AM"
"MicrosoftPowerToys.json","8/2/2023 12:21:19 AM"
"TechSmithCamtasia.json","7/2/2023 4:08:22 PM"
"SAGAGIS.json","7/2/2023 4:08:22 PM"
"HashicorpVault.json","7/2/2023 12:23:13 AM"
"PSAppDeployToolkit.json","7/2/2023 12:23:13 AM"
"RingCentral.json","6/2/2023 8:09:23 AM"
"OBSStudio.json","4/2/2023 4:07:50 PM"
"TeXstudio.json","4/2/2023 4:07:50 PM"
"diagrams.net.json","4/2/2023 4:07:50 PM"
"ScooterBeyondCompare.json","4/2/2023 12:20:50 AM"
"RizonesoftNotepad3.json","4/2/2023 12:20:50 AM"
"ProgressChefInSpec.json","3/2/2023 4:08:58 PM"
"MicrosoftAzureWindowsVMAgent.json","3/2/2023 12:28:2 AM"
"MicrosoftSsms.json","3/2/2023 12:28:2 AM"
"AdobeAcrobat.json","31/1/2023 4:09:44 PM"
"NotepadPlusPlus.json","31/1/2023 4:09:44 PM"
"ControlUpAgent.json","31/1/2023 4:09:44 PM"
"GitHubAtom.json","31/1/2023 12:21:31 AM"
"GitHubRelease.json","31/1/2023 12:21:31 AM"
"DockerDesktop.json","30/1/2023 4:09:25 PM"
"MicrosoftTerminal.json","28/1/2023 12:20:43 AM"
"XnSoftXnViewMP.json","27/1/2023 4:08:34 PM"
"Audacity.json","27/1/2023 4:08:34 PM"
"JetBrainsIntelliJIDEA.json","27/1/2023 12:22:12 AM"
"JetBrainsPyCharm.json","27/1/2023 12:22:12 AM"
"OracleVirtualBox.json","26/1/2023 4:07:51 PM"
"YubicoAuthenticator.json","25/1/2023 4:10:24 PM"
"CitrixVMTools.json","25/1/2023 4:10:24 PM"
"AdoptiumTemurin17.json","24/1/2023 4:07:48 PM"
"ShareX.json","24/1/2023 8:09:35 AM"
"AdoptiumTemurin8.json","24/1/2023 12:21:41 AM"
"MicrosoftWindowsPackageManagerClient.json","24/1/2023 12:21:41 AM"
"Handbrake.json","24/1/2023 12:21:41 AM"
"WinSCP.json","23/1/2023 4:07:58 PM"
"VMwareOSOptimizationTool.json","22/1/2023 12:22:44 AM"
"DoubleCommander.json","22/1/2023 12:22:44 AM"
"MattermostDesktop.json","22/1/2023 12:22:44 AM"
"AdoptiumTemurin11.json","22/1/2023 12:22:44 AM"
"KeeWeb.json","22/1/2023 12:22:44 AM"
"Slack.json","22/1/2023 12:22:44 AM"
"AdoptiumTemurin18.json","22/1/2023 12:22:44 AM"
"SafeExamBrowser.json","22/1/2023 12:22:44 AM"
"AmazonCorretto.json","22/1/2023 12:22:44 AM"
"7zip.json","22/1/2023 12:22:44 AM"
"VeraCrypt.json","22/1/2023 12:22:44 AM"
"StefansToolsgregpWin.json","20/1/2023 4:08:17 PM"
"stealthpuppyWindowsCustomisedDefaults.json","20/1/2023 12:22:58 AM"
"MicrosoftWvdRtcService.json","19/1/2023 4:08:1 PM"
"Wireshark.json","19/1/2023 12:21:19 AM"
"Gephi.json","18/1/2023 12:22:7 AM"
"BeekeeperStudio.json","18/1/2023 12:22:7 AM"
"ControlUpConsole.json","17/1/2023 4:08:43 PM"
"OracleJava8.json","17/1/2023 4:08:43 PM"
"GitExtensions.json","15/1/2023 4:08:56 PM"
"MuseScore.json","14/1/2023 12:20:57 AM"
"VastLimitsUberAgent.json","13/1/2023 4:09:22 PM"
"VMwareHorizonClient.json","13/1/2023 8:08:45 AM"
"TechSmithSnagit.json","12/1/2023 4:14:4 PM"
"VercelHyper.json","8/1/2023 8:08:23 AM"
"MicrosoftVdot.json","31/12/2022 12:19:21 AM"
"NanaZip.json","29/12/2022 8:08:27 AM"
"JamTreeSizeFree.json","23/12/2022 4:08:33 PM"
"OctopusTentacle.json","23/12/2022 12:22:25 AM"
"AWSCLI.json","22/12/2022 12:19:52 AM"
"ESETPROTECTServer.json","21/12/2022 4:07:47 PM"
"Gpg4win.json","20/12/2022 4:08:9 PM"
"NETworkManager.json","20/12/2022 12:20:48 AM"
"Maximus5ConEmu.json","19/12/2022 8:09:18 AM"
"PeaZipPeaZip.json","18/12/2022 4:10:11 PM"
"GhislerTotalCommander.json","18/12/2022 8:09:36 AM"
"XnSoftXnConvert.json","14/12/2022 4:09:1 PM"
"AtlassianSourcetree.json","14/12/2022 4:09:1 PM"
"MicrosoftFSLogixApps.json","14/12/2022 12:20:49 AM"
"VMwareWorkstationPlayer.json","13/12/2022 4:09:19 PM"
"VMwareWorkstationPro.json","13/12/2022 4:09:19 PM"
"TrackerSoftwarePDFXChangeEditor.json","13/12/2022 8:08:37 AM"
"ZorgmailVeiligVerzendenAddin.json","9/12/2022 8:08:3 AM"
"PDFForgePDFCreator.json","9/12/2022 12:21:56 AM"
"OpenWebStart.json","8/12/2022 4:08:59 PM"
"KarakunOpenWebStart.json","8/12/2022 4:08:59 PM"
"VMwareTools.json","3/12/2022 12:19:57 AM"
"AkeoRufus.json","29/11/2022 12:22:58 AM"
"KDiff3.json","27/11/2022 4:07:46 PM"
"BISF.json","21/11/2022 4:07:58 PM"
"Anaconda.json","17/11/2022 8:09:3 AM"
"NevcairielLAVFilters.json","15/11/2022 4:10:31 PM"
"AdoptOpenJDKSemuru18.json","9/11/2022 4:09:49 PM"
"RDAnalyzer.json","9/11/2022 4:09:49 PM"
"AdoptOpenJDKIcedTeaWeb.json","9/11/2022 4:09:49 PM"
"VMPlexWorkstation.json","9/11/2022 4:09:49 PM"
"ESETSecureAuthentication.json","3/11/2022 4:10:14 PM"
"ImageGlass.json","3/11/2022 4:10:14 PM"
"deviceTRUST.json","3/11/2022 4:10:14 PM"
"AutoDarkMode.json","2/11/2022 4:09:15 PM"
"gretl.json","2/11/2022 12:26:33 AM"
"RCoreTeamRforWindows.json","1/11/2022 12:28:12 AM"
"KeePassXCTeamKeePassXC.json","30/10/2022 12:27:53 AM"
"PuTTY.json","29/10/2022 8:08:23 AM"
"ESETFullDiskEncryption.json","29/10/2022 8:08:23 AM"
"MestrelabMnova.json","28/10/2022 4:09:54 PM"
"voidtoolsEverything.json","13/10/2022 12:29:57 AM"
"ConnectionExperienceIndicator.json","25/9/2022 12:24:52 AM"
"ArtifexGhostscript.json","21/9/2022 4:08:26 PM"
"BlueJ.json","20/9/2022 4:08:27 PM"
"DevToys.json","20/9/2022 4:08:27 PM"
"OpenJDK.json","31/8/2022 4:08:12 PM"
"LogMeInGoToOpener.json","22/8/2022 12:07:56 PM"
"BlenderLauncher.json","11/8/2022 12:17:45 AM"
"MicrosoftBotFrameworkEmulator.json","3/8/2022 1:30:30 AM"
"MicrosoftWvdBootloader.json","26/7/2022 12:34:17 PM"
"1Password7.json","13/7/2022 6:20:38 PM"
"MozillaFirefox.json","12/6/2022 2:23:56 pm"
"JeremyMainGPUProfiler.json","10/6/2022 12:00:48 am"
"EgnyteDesktopApp.json","10/6/2022 12:00:48 am"
"Scratch.json","9/6/2022 10:14:11 pm"
"jq.json","9/6/2022 10:14:11 pm"
"DebaucheeBarrier.json","9/6/2022 10:14:11 pm"
"LogMeInGoToMeeting.json","9/6/2022 10:14:11 pm"
"ProjectLibre.json","9/6/2022 10:14:11 pm"
"Greenshot.json","9/6/2022 10:14:11 pm"
"AdoptOpenJDK8.json","9/6/2022 10:14:11 pm"
"Nomacs.json","9/6/2022 10:14:11 pm"
"MendeleyDesktop.json","9/6/2022 10:14:11 pm"
"TogglDesktop.json","9/6/2022 10:14:11 pm"
"AdobeBrackets.json","9/6/2022 10:14:11 pm"
"MozillaThunderbird.json","9/6/2022 10:14:11 pm"
"TelerikFiddlerClassic.json","9/6/2022 10:14:11 pm"
"USBPcap.json","9/6/2022 10:14:11 pm"
"mRemoteNG.json","9/6/2022 10:14:11 pm"
"AdoptiumTemurin16.json","9/6/2022 10:14:11 pm"
"AdoptOpenJDK16.json","9/6/2022 10:14:11 pm"
"OpenShellMenu.json","9/6/2022 10:14:11 pm"
"Naps2.json","9/6/2022 10:14:11 pm"
"Terminals.json","9/6/2022 10:14:11 pm"
"WixToolset.json","9/6/2022 10:14:11 pm"
"Notable.json","9/6/2022 10:14:11 pm"
"CendioThinLinc.json","9/6/2022 10:14:11 pm"
"SmartBearSoapUI.json","9/6/2022 10:14:11 pm"
"AdoptOpenJDK11.json","9/6/2022 10:14:11 pm"
"Minitab.json","9/6/2022 10:14:11 pm"
